B4C1 Bluff-Body C2H4 Cold Flows, Mixture Fractions        
File Name =   b4c1a.dat
MODIFIED BY M. WILD, 2012-12-19: Reformated to add x column and removed sectioning

Axial(mm) Radial(mm)     Mean      RMS 

    25.30     -6.80     0.195     0.052
    25.30     -6.20     0.222     0.060
    25.30     -5.60     0.229     0.072
    25.30     -5.00     0.250     0.080
    25.30     -4.40     0.291     0.092
    25.30     -3.80     0.326     0.104
    25.30     -3.20     0.390     0.112
    25.30     -2.60     0.476     0.112
    25.30     -2.00     0.546     0.100
    25.30     -1.40     0.638     0.104
    25.30     -0.80     0.699     0.104
    25.30     -0.20     0.791     0.124
    25.30      0.40     0.843     0.100
    25.30      1.00     0.793     0.088
    25.30      1.60     0.725     0.116
    25.30      2.20     0.647     0.116
    25.30      2.80     0.557     0.124
    25.30      3.40     0.483     0.124
    25.30      4.00     0.397     0.120
    25.30      4.60     0.347     0.112
    25.30      5.20     0.294     0.096
    25.30      5.80     0.273     0.092
    25.30      6.40     0.226     0.060
    25.30      7.00     0.211     0.048
    25.30      7.60     0.198     0.048
    25.30      8.20     0.190     0.048
    25.30      8.80     0.188     0.052
    25.30      9.40     0.192     0.052
    25.30     10.00     0.185     0.048
    25.30     10.60     0.178     0.052
    25.30     11.20     0.167     0.040
    25.30     11.80     0.174     0.040
    25.30     12.40     0.167     0.040
    25.30     13.00     0.146     0.036
    25.30     13.60     0.155     0.036
    25.30     14.20     0.134     0.036
    25.30     14.80     0.146     0.040
    25.30     15.40     0.152     0.032
    25.30     16.00     0.152     0.032
    25.30     16.60     0.146     0.036
    25.30     17.20     0.136     0.032
    25.30     17.80     0.140     0.032
    25.30     18.40     0.125     0.028
    25.30     19.00     0.128     0.028
    25.30     19.60     0.130     0.028
    25.30     20.20     0.108     0.032
    25.30     20.80     0.089     0.040
    25.30     21.40     0.078     0.032
    25.30     22.00     0.064     0.032
    25.30     22.60     0.044     0.032
    25.30     23.20     0.032     0.028
    25.30     23.80     0.014     0.020
    25.30     24.40     0.006     0.012
    25.30     25.00     0.003     0.004
    25.30     25.60     0.001     0.000
    25.30     26.20     0.001     0.000
    26.00    -29.00     0.001     0.000
    26.00    -28.40     0.000     0.000
    26.00    -27.80     0.002     0.000
    26.00    -27.20     0.001     0.000
    26.00    -26.60     0.000     0.000
    26.00    -26.00     0.001     0.000
    26.00    -25.40     0.002     0.004
    26.00    -24.80     0.008     0.008
    26.00    -24.20     0.021     0.012
    26.00    -23.60     0.025     0.016
